player_id,name,birth_year,age,teams,competitions,minutes,matches,off,def,total,peak,pct_total,pct_peak,pct_talent
952163,Markus Haubenwallner,2008,18,AKA Admira Wacker U16 / AKA Admira Wacker U18 / AKA FC Flyeralarm Admira U16 / Admira Wacker,11teamsports 1. Landesliga / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,3696,54,0.1165,0.1817,0.2981,0.5081,0.3,0.3,3.1
1078387,Adejenughure Oghenetejiri,2007,19,Red Bull Akademie U18,ÖFB Jugendliga U18,1701,25,0.1553,0.1417,0.297,0.447,0.1,0.1,10.3
876015,Jonas Mandl,2002,24,FC E-Werk Kindberg-Mürzhofen,Oberliga Nord,1968,26,0.177,0.1186,0.2955,0.3055,0.0,0.0,13.6
890942,Lukas Buchegger,2003,23,SKN St. Pölten / SV Kuchl,11teamsports 1. Landesliga / Salzburger Liga,3404,41,0.1566,0.1372,0.2938,0.3238,0.0,0.0,5.7
4935,Philipp Schobesberger,1993,33,FCM Traiskirchen / Wiener Viktoria,Regionalliga Ost,6146,76,0.1982,0.0947,0.2929,0.4529,0.6,0.6,2.6
1529317,Luka Zivanovic,2005,21,ASK Voitsberg,Regionalliga Mitte,2244,28,0.1947,0.0972,0.292,0.362,0.0,0.0,5.8
771310,Florian Tipotsch,2003,23,SC EGLO Schwaz,Regionalliga West,5270,69,0.1722,0.1193,0.2915,0.3215,0.2,0.2,0.7
1286603,Julian Samuel Wittmann,2010,16,AKA SK Austria Klagenfurt U16 / AKA SK Austria Klagenfurt U18 / Austria Klagenfurt,Kärntner Liga / ÖFB Jugendregionalliga U16 / ÖFB Jugendregionalliga U18,4072,56,0.1422,0.1445,0.2867,0.6067,0.2,0.2,0.3
365436,Fabian Neumayr,,,SV teampool Seekirchen,Regionalliga West / Salzburger Liga,5310,68,0.2313,0.0553,0.2866,0.2866,,,
1057012,Cristiano Zodl,2009,17,AKA FK Austria Wien U16 / AKA FK Austria Wien U18 / FK Austria Wien,ÖFB Jugendliga U15 / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,4211,60,0.1912,0.0952,0.2864,0.5464,0.0,0.0,0.7
199446,Andreas Pfingstner,1993,33,ASK Sparkasse Stadtwerke Voitsberg / ASK Voitsberg,Regionalliga Mitte,4404,54,0.141,0.1393,0.2803,0.4403,1.3,1.3,9.6
1013323,Noah Michael Jungwirth,2008,18,NWZ SKN St. Pölten U16 / NWZ SKN St. Pölten U18,ÖFB Jugendregionalliga Ost U16 / ÖFB Jugendregionalliga U18,3979,49,0.1228,0.1564,0.2793,0.4893,0.5,0.5,1.6
1014489,Daniel Nnodim,2007,19,AKA FK Austria Wien U16 / AKA FK Austria Wien U18 / Young Violets Austria Wien,Regionalliga Ost / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,2663,36,0.1178,0.1584,0.2762,0.4262,0.2,0.2,4.8
1111270,Teo Hupfauf,2010,16,Red Bull Akademie U15 / Red Bull Akademie U16 / Red Bull Akademie U18,ÖFB Jugendliga U15 / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,5220,58,0.1735,0.102,0.2755,0.5955,0.3,0.3,0.0
411516,Christoph Mersa,1997,29,SV Weber Beton Oberperfuss,HYPO TIROL Liga,3363,49,0.1673,0.1072,0.2744,0.3044,0.3,0.3,9.1
1387104,Nino Pungarsek,1995,31,ASK Sparkasse Stadtwerke Voitsberg / ASK Voitsberg,Regionalliga Mitte,2985,41,0.1627,0.1114,0.2741,0.3541,0.0,0.0,13.4
826019,Daniel Goriupp,2004,22,ASK Voitsberg / WAC,Regionalliga Mitte,6417,84,0.1184,0.1557,0.2741,0.3241,0.1,0.1,0.0
867845,Milos Savic,2002,24,ASKÖ Oedt / SV Austria Salzburg / SV Kuchl,Regionalliga Mitte / Regionalliga West / Salzburger Liga,4342,59,0.0885,0.1829,0.2714,0.2814,0.2,0.2,3.1
619781,Marco Elbl,1999,27,SV Schwechat / Sportunion Mauer,Regionalliga Ost / Wiener Stadtliga,6122,87,0.0769,0.1923,0.2692,0.2692,0.0,0.0,0.9
743694,Fabian Szabo,2001,25,SC/ESV Parndorf 1919 / SpG Neudorf/Parndorf Juniors,Burgenland Energie Landesliga / Burgenlandliga / Regionalliga Ost,4432,67,0.2082,0.0591,0.2673,0.2673,0.6,0.6,4.8
859855,David Jonathan Rosenstatter,,,SV Kuchl,Salzburger Liga,1764,23,0.1812,0.0849,0.2661,0.2661,,,
918142,Marco Brandt,2006,20,Red Bull Akademie U18,ÖFB Jugendliga U18,1998,27,0.1944,0.0672,0.2616,0.3616,0.1,0.1,6.7
182952,Thomas Hirschhofer,1992,34,DSV Leoben / Kalsdorf,Landesliga / Regionalliga Mitte,5286,59,0.1868,0.0745,0.2613,0.4713,0.0,0.0,2.3
434903,Benjamin Neubauer,1992,34,FC Wolfurt,Regionalliga West / VN.at-Eliteliga / VOL.AT-Eliteliga,3776,47,0.125,0.1346,0.2595,0.4695,0.6,0.6,6.2
896550,Andreas Polesnig,2007,19,AKA SK Austria Klagenfurt U16 / AKA SK Austria Klagenfurt U18 / Austria Klagenfurt,Kärntner Liga / ÖFB Jugendliga U16 / ÖFB Jugendliga U18 / ÖFB Jugendregionalliga U18,4533,70,0.1345,0.124,0.2585,0.4085,0.4,0.4,0.0
1078762,Elhadj Bah,2008,18,AKA FK Austria Wien U16 / AKA FK Austria Wien U18,ÖFB Jugendliga U16 / ÖFB Jugendliga U18,5355,62,0.1468,0.1115,0.2583,0.4683,0.6,0.6,0.0
410167,Rami Tekir,1997,29,FC Wacker Innsbruck,HYPO TIROL Liga / Regionalliga West,3399,47,0.1559,0.1024,0.2583,0.2883,0.7,0.7,8.8
587350,Martin Kraus,1993,33,SC/ESV Parndorf 1919 / SV Klöcher Bau Oberwart,Burgenlandliga / Regionalliga Ost,7636,85,0.1563,0.1016,0.2579,0.4179,1.9,1.9,0.0
283564,Adrian Warmuth,1997,29,SV Absam,HYPO TIROL Liga,4480,50,0.1377,0.1187,0.2564,0.2864,1.0,1.0,5.2
1093968,Michael Habisohn,2010,16,AKA Steiermark-Sturm Graz U16 / AKA Tirol U15 / AKA Tirol U16 / Red Bull Akademie U16,ÖFB Jugendliga U15 / ÖFB Jugendliga U16,4283,61,0.2161,0.0398,0.2559,0.5759,0.5,0.5,0.2
1529898,Phil-Louis Kunze,2001,25,FC Wacker Innsbruck,Regionalliga West,2302,30,0.1221,0.1332,0.2552,0.2552,0.8,0.8,15.0
625402,Denis Berisha,1996,30,Union PROCON Dietach,LT1 OÖ Liga / Regionalliga Mitte,5345,65,0.0526,0.2018,0.2545,0.3045,0.4,0.4,3.0
1067289,Lennard Kavakebi,2010,16,Red Bull Akademie U15 / Red Bull Akademie U16,ÖFB Jugendliga U15 / ÖFB Jugendliga U16,1880,36,0.2313,0.0213,0.2526,0.5726,0.7,0.7,7.6
337445,Marinko Sorda,1996,30,SV Austria Salzburg,Regionalliga West,5200,59,0.134,0.1177,0.2517,0.3017,0.7,0.7,3.7
1159289,Felix Neuhäuser,2010,16,Red Bull Akademie U15 / Red Bull Akademie U16,ÖFB Jugendliga U15 / ÖFB Jugendliga U16,2952,39,0.184,0.0644,0.2484,0.5684,0.8,0.8,1.2
235018,Rene Zia,,,SV Austria Salzburg,Regionalliga West,4984,57,0.141,0.1066,0.2476,0.2476,,,
1106106,Jakob Gauglhofer,2010,16,Red Bull Akademie U15 / Red Bull Akademie U16,ÖFB Jugendliga U15 / ÖFB Jugendliga U16,2828,41,0.1288,0.1172,0.246,0.566,1.0,1.0,1.6
895779,Marcel Seibert,2006,20,NWZ SKU Amstetten/AFW U18 / St. Peter/Au,11teamsports 1. Landesliga / ÖFB Jugendregionalliga Ost U18,1244,24,0.2071,0.0386,0.2457,0.3457,0.2,0.2,12.5
463529,Robert Völkl,,,SV Grödig,Salzburger Liga,4511,66,0.0554,0.1895,0.2449,0.2449,,,
956058,Armin Haider,2005,21,LASK / LASK Akademie OÖ U18,Regionalliga Mitte / ÖFB Jugendliga U18,3992,54,0.128,0.1169,0.2449,0.3149,0.1,0.1,0.9
415147,Clemens Steiner,1998,28,SVG Reichenau,Regionalliga West,4613,52,0.1236,0.1199,0.2435,0.2535,0.3,0.3,5.9
403045,Sascha Wörgetter,1993,33,SV Absam,HYPO TIROL Liga,3090,38,0.1207,0.1225,0.2432,0.4032,2.6,2.6,14.1
820511,Nico Seidl,2003,23,FC E-Werk Kindberg-Mürzhofen,Landesliga / Oberliga Nord,2530,33,0.1544,0.0878,0.2422,0.2722,0.3,0.3,9.4
912971,Killian Brandner,2005,21,Spittal/Drau / Wildon,Kärntner Liga / Landesliga,5349,64,0.1416,0.1001,0.2417,0.3117,0.3,0.3,0.3
407068,Philipp Andrä,,,SV Weber Beton Oberperfuss,HYPO TIROL Liga,2800,39,0.1922,0.0493,0.2415,0.2415,,,
1433958,Adrian Lechl,2004,22,FC Wacker Innsbruck,HYPO TIROL Liga / Regionalliga West,4277,56,0.0801,0.1604,0.2405,0.2905,0.3,0.3,2.6
1106481,Matteo Silvio Maric,2010,16,Red Bull Akademie U15 / Red Bull Akademie U16 / Red Bull Akademie U18,ÖFB Jugendliga U15 / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,2038,29,0.147,0.0934,0.2404,0.5604,1.2,1.2,6.2
895578,Paulo Rossetti,2001,25,SC Imst / SPG Silz/Mötz,Regionalliga West,6245,85,0.1102,0.1301,0.2403,0.2403,1.0,1.0,0.0
880477,Nicolas Christopher Wisak,2004,22,SKN St. Pölten / SKN St. Pölten Juniors / SV Klöcher Bau Oberwart,11teamsports 1. Landesliga / Regionalliga Ost,4635,53,0.1554,0.0844,0.2398,0.2898,0.4,0.4,1.4
1127957,Andreas Ekhator,2010,16,Red Bull Akademie U15 / Red Bull Akademie U16,ÖFB Jugendliga U15 / ÖFB Jugendliga U16,2808,41,0.1822,0.0573,0.2395,0.5595,1.3,1.3,2.3
1015743,Sergej Savic,2008,18,AKA Admira Wacker U18 / AKA FC Flyeralarm Admira U16 / Admira Wacker,11teamsports 1. Landesliga / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,5183,62,0.1144,0.1249,0.2393,0.4493,0.7,0.7,0.1
367292,Alexander Hofer,,,SV Kuchl,Regionalliga West / Salzburger Liga,3367,64,0.1154,0.1238,0.2392,0.2392,,,
125397,Florian Schögl,1992,34,ASK Sparkasse Stadtwerke Voitsberg / Kalsdorf,Landesliga / Regionalliga Mitte,6480,72,0.1825,0.0566,0.2391,0.4491,1.1,1.1,0.0
1013261,Julian Hussauf,2006,20,Red Bull Akademie U18,ÖFB Jugendliga U18,2025,27,0.1561,0.0829,0.239,0.339,0.4,0.4,6.3
896044,Bojan Rakic,2003,23,EMMA & EUGEN DSV / FC Rotenberg,VN.at-Eliteliga / VOL.AT-Eliteliga,4269,72,0.1188,0.1194,0.2382,0.2682,0.5,0.5,3.0
1047996,Tim Ulreich,2007,19,AKA Steiermark-Sturm Graz U18 / Weiz,Regionalliga Mitte / ÖFB Jugendliga U18,2844,49,0.1562,0.0819,0.2381,0.3881,0.5,0.5,4.4
197637,Marco Allmannsdorfer,1993,33,ASK Sparkasse Stadtwerke Voitsberg / SV Lebring,Landesliga / Regionalliga Mitte,3062,40,0.1187,0.119,0.2377,0.3977,3.2,3.2,16.0
773773,Noah Heis,2002,24,SC Imst / SV Weber Beton Oberperfuss,HYPO TIROL Liga / Regionalliga West,2299,38,0.2052,0.0319,0.237,0.247,0.3,0.3,10.1
818924,Aaron Boold Volkert,2001,25,SV Austria Salzburg / SV teampool Seekirchen,Regionalliga West,4692,66,0.2207,0.0154,0.2361,0.2361,1.2,1.2,4.0
1387345,Nico Schiedermeier,2002,24,SV Austria Salzburg / SV Kuchl,Regionalliga West,2751,62,0.1475,0.0875,0.235,0.245,0.5,0.5,8.7
335918,Thomas Niedermüller,1998,28,SV Grödig / USC Eugendorf,Salzburger Liga,5200,61,0.1327,0.1019,0.2346,0.2446,0.5,0.5,3.2
330028,Lukas Urnik,2000,26,Treibach / Völkermarkt,Kärntner Liga,5494,65,0.1628,0.0711,0.234,0.234,0.0,0.0,2.8
1228909,Max Danner,,,SV Kuchl,Regionalliga West / Salzburger Liga,6978,82,0.1175,0.1164,0.2339,0.2339,,,
241712,Martin Tolic,,,FC Weinland Speed Connect RB Gamlitz / Weiz,Landesliga / Regionalliga Mitte,4059,48,0.1022,0.1315,0.2336,0.2336,,,
1393307,Daniel Francis,2003,23,FC Wacker Innsbruck,HYPO TIROL Liga / Regionalliga West,4244,55,0.1255,0.1077,0.2332,0.2632,0.7,0.7,3.4
1067325,Jakob Stättner,2007,19,AKA St. Pölten NÖ U18 / NWZ SKN St. Pölten U18 / SKN St. Pölten,11teamsports 1. Landesliga / ÖFB Jugendliga U18 / ÖFB Jugendregionalliga Ost U18 / ÖFB Jugendregionalliga U18,4261,65,0.1404,0.092,0.2324,0.3824,0.6,0.6,0.6
1509882,Vincent Jonah Augustus,2006,20,LASK,Regionalliga Mitte,2450,40,0.1263,0.1061,0.2324,0.3324,0.5,0.5,3.8
898915,Jakob Brandtner,2006,20,Red Bull Akademie U18,ÖFB Jugendliga U18,1918,26,0.159,0.0733,0.2323,0.3323,0.6,0.6,7.0
951303,Marcel Stöhr,2007,19,AKA SK Rapid U16 / AKA SK Rapid U18,ÖFB Jugendliga U16 / ÖFB Jugendliga U18,3547,51,0.1411,0.0896,0.2308,0.3808,0.7,0.7,2.3
340301,Rene Radl,,,FC Diesel Kino AW Versicherungsmakler Großklein / Kalsdorf / USV A-TEC OFNER Kainbach I,Landesliga / Oberliga Mitte West,2451,45,0.1486,0.0816,0.2302,0.2302,,,
417701,Lukas Tauber,1994,32,FC Wacker Innsbruck,HYPO TIROL Liga / Regionalliga West,4590,51,0.0705,0.1597,0.2302,0.3502,0.0,0.0,5.2
1084418,Moritz-Leon Preising,2009,17,AKA Steiermark-Sturm Graz U15 / AKA Steiermark-Sturm Graz U16,ÖFB Jugendliga U15 / ÖFB Jugendliga U16,2138,36,0.196,0.0336,0.2296,0.4896,0.1,0.1,9.1
868042,Thomas Mauberger,2002,24,SV Kuchl,Regionalliga West / Salzburger Liga,6216,76,0.1661,0.0631,0.2292,0.2392,0.7,0.7,0.2
125170,Marco Hödl,1997,29,SV Kuchl / Union Raiffeisen Mondsee,LT1 OÖ Liga / Regionalliga West / Salzburger Liga,6696,78,0.1581,0.0709,0.229,0.259,1.3,1.3,0.0
286309,Fabian Schubert,1994,32,ASK Voitsberg,Regionalliga Mitte,2183,29,0.1354,0.0934,0.2288,0.3488,0.5,0.5,18.4
404516,Samuel Krismer,1994,32,SC Imst / SPG Silz/Mötz,Regionalliga West,4849,69,0.1169,0.1112,0.2281,0.3481,0.9,0.9,3.8
390463,Kamber Aksoy,1986,40,FC Stubai,HYPO TIROL Liga,3232,42,0.182,0.0447,0.2268,0.8068,0.0,0.0,11.8
1161026,Dariusz Dolhun,2010,16,AKA SK Rapid U15 / AKA SK Rapid U16 / AKA SK Rapid U18,ÖFB Jugendliga U15 / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,2877,39,0.0889,0.1368,0.2257,0.5457,1.5,1.5,1.8
415174,Denis Tomic,,,DSV Leoben / SV Absam,HYPO TIROL Liga / Regionalliga Mitte,3219,47,0.1413,0.0842,0.2255,0.2255,,,
452261,Lukas Maximilian Pippan,2000,26,Treibach,Kärntner Liga / Regionalliga Mitte,5586,70,0.0308,0.1942,0.225,0.225,0.2,0.2,1.6
268,Jakub Sulc,1993,33,Halbturn / Klingenbach,Burgenland Energie Landesliga / Burgenlandliga,5622,69,0.1694,0.0546,0.224,0.384,3.8,3.8,6.4
330542,Leo Vielgut,2001,25,Austria Klagenfurt / LASK / SG Kremser SC/Rehberg KM I,Kärntner Liga / Regionalliga Mitte / Regionalliga Ost,4022,59,0.1766,0.0473,0.224,0.224,1.4,1.4,6.8
442616,Raphael Morscher,1999,27,FC Dornbirn 1913,Regionalliga West,4110,47,0.0796,0.1437,0.2233,0.2233,0.2,0.2,6.8
934599,Marcel Stöger,2006,20,AKA FK Austria Wien U18 / Young Violets Austria Wien,Regionalliga Ost / ÖFB Jugendliga U18,2497,46,0.0859,0.1371,0.223,0.323,0.7,0.7,3.3
1483412,Stjepan Igrec,1998,28,Allerheiligen / SV OGET-Pflanzenschutz Raiffeisen Allerheiligen,Landesliga,3309,49,0.0669,0.1556,0.2225,0.2325,0.8,0.8,11.9
359596,Severin Heuberger,1995,31,SV teampool Seekirchen,Regionalliga West / Salzburger Liga,7064,79,0.1557,0.0668,0.2225,0.3025,0.4,0.4,0.4
486192,Nils Bastian Ostermann,2003,23,SV multicenter FELDBACH 1919 / Weiz,Oberliga Süd Ost / Regionalliga Mitte,4775,57,0.1369,0.0855,0.2224,0.2524,0.8,0.8,1.6
1053245,Dennis Rabl,2009,17,NWZ Horn-Hollabrunn U16 / NWZ Horn-Hollabrunn U18,ÖFB Jugendregionalliga U16 / ÖFB Jugendregionalliga U18,1377,20,0.1282,0.0915,0.2197,0.4797,0.3,0.3,16.8
1161734,Quoc Khai Nguyen,2009,17,Red Bull Akademie U15 / Red Bull Akademie U16 / Red Bull Akademie U18,ÖFB Jugendliga U15 / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,3427,59,0.1369,0.0826,0.2195,0.4795,0.4,0.4,2.8
728217,Luka-Nils Sandmayr,1999,27,SV Austria Salzburg,Regionalliga West,4740,56,0.1382,0.0808,0.219,0.219,0.5,0.5,4.0
1054589,Hasan Deshishku,2008,18,AKA FK Austria Wien U16 / AKA FK Austria Wien U18 / Young Violets Austria Wien,Regionalliga Ost / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,4243,54,0.1107,0.1076,0.2183,0.4283,0.8,0.8,0.9
1056560,Nico Elbl,2008,18,AKA Admira Wacker U16 / AKA Admira Wacker U18 / AKA FC Flyeralarm Admira U16 / AKA FC Flyeralarm Admira U18 / Admira Wacker,11teamsports 1. Landesliga / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,2310,43,0.1126,0.1053,0.2179,0.4279,0.9,0.9,9.6
1009508,Pascal Pfeiffer,2008,18,NWZ SKN St. Pölten U18 / NWZ TWL Elektra U16,ÖFB Jugendregionalliga Ost U16 / ÖFB Jugendregionalliga U18,2294,26,0.1118,0.1059,0.2178,0.4278,1.0,1.0,9.8
1196813,Matthias Nemetschek,2010,16,AKA FK Austria Wien U15 / AKA FK Austria Wien U16,ÖFB Jugendliga U15 / ÖFB Jugendliga U16,2844,32,0.1364,0.0809,0.2173,0.5373,1.6,1.6,2.1
1118398,Amar Helic,1999,27,FC Marchfeld Donauauen / FCM Flyeralarm Traiskirchen,Regionalliga Ost,7158,86,0.0807,0.1355,0.2162,0.2162,0.7,0.7,0.0
1130975,Joseph Andy Mbock,2009,17,Red Bull Akademie U15 / Red Bull Akademie U16 / Red Bull Akademie U18,ÖFB Jugendliga U15 / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,2856,56,0.1215,0.0938,0.2153,0.4753,0.5,0.5,6.1
471949,Milan Rakic,2000,26,EMMA & EUGEN DSV / FC Rotenberg,VN.at-Eliteliga / VOL.AT-Eliteliga,6733,77,0.0605,0.1546,0.2151,0.2151,0.5,0.5,0.2
863147,Fabio Kräutler,,,Kapfenberger SV / NWZ KSV 1919 U18,Oberliga Nord / ÖFB Jugendregionalliga Ost U18,1904,26,0.191,0.0241,0.2151,0.2151,,,
1433919,Danso Djana Casado,2003,23,SC Imst / SCR Altach Juniors (Amateure),Regionalliga West,4280,75,0.0794,0.1351,0.2145,0.2445,1.0,1.0,3.1
1007775,Christoph Hochenthanner,2007,19,NWZ SKN St. Pölten U18 / SKN St. Pölten,11teamsports 1. Landesliga / ÖFB Jugendregionalliga Ost U18 / ÖFB Jugendregionalliga U18,4342,60,0.2094,0.005,0.2144,0.3644,0.8,0.8,0.7
1481346,David Krska,1994,32,SC Retz / SC/ESV Parndorf 1919,11teamsports 1. Landesliga / Regionalliga Ost,2493,41,0.1476,0.0662,0.2138,0.3338,1.4,1.4,16.5
1023745,Jonas Winklhofer,2007,19,Red Bull Akademie U16 / Red Bull Akademie U18,ÖFB Jugendliga U16 / ÖFB Jugendliga U18,1710,19,0.096,0.1176,0.2136,0.3636,1.0,1.0,10.4
1054952,Michael Maleschek,2010,16,Red Bull Akademie U15 / Red Bull Akademie U16,ÖFB Jugendliga U15 / ÖFB Jugendliga U16,2586,39,0.1324,0.0804,0.2128,0.5328,1.8,1.8,3.1
656915,Christian Ehrnhofer,1997,29,SV Leithaprodersdorf,Burgenland Energie Landesliga / Burgenlandliga,5164,62,0.0927,0.1193,0.212,0.242,1.6,1.6,3.3
366348,Alexander Schwaighofer,1998,28,SV Austria Salzburg / SV Grödig,Regionalliga West / Salzburger Liga,5811,74,0.1574,0.0542,0.2116,0.2216,1.1,1.1,1.6
1109496,Vasilije Markovic,2008,18,AKA FK Austria Wien U16 / AKA FK Austria Wien U18,ÖFB Jugendliga U16 / ÖFB Jugendliga U18,3044,42,0.0976,0.1134,0.211,0.421,1.1,1.1,5.4
1306802,Jovan Petrovic,2000,26,ASKÖ Oedt / Oedt,LT1 OÖ Liga / Regionalliga Mitte,3322,44,0.1723,0.038,0.2103,0.2103,0.7,0.7,14.5
349903,Stefan Laimer,1991,35,SV Zebau Bad Ischl,LT1 OÖ Liga,2760,46,0.1147,0.0956,0.2103,0.4803,0.0,0.0,15.9
234154,Andreas Strapajevic,,,Ebreichsdorf / SC Mibag Retz / SC Retz / SC/ESV Parndorf 1919,11teamsports 1. Landesliga / Regionalliga Ost,5351,69,0.1268,0.0834,0.2102,0.2102,,,
1013519,Nico Oberascher,2008,18,Red Bull Akademie U16 / Red Bull Akademie U18 / SV Straßwalchen,Salzburger Liga / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,2498,47,0.1479,0.0622,0.2101,0.4201,1.3,1.3,8.0
871439,Ben Leitenstorfer,2003,23,SV teampool Seekirchen / UFC Hallein,Regionalliga West / Salzburger Liga,4353,68,0.1207,0.0891,0.2098,0.2398,1.1,1.1,2.8
1073397,Filip Aleksic,2009,17,Red Bull Akademie U15 / Red Bull Akademie U16 / Red Bull Akademie U18,ÖFB Jugendliga U15 / ÖFB Jugendliga U16 / ÖFB Jugendliga U18,4783,62,0.1695,0.0401,0.2097,0.4697,0.7,0.7,0.3
1152471,Leandro Carpio Del Rio,2008,18,FAC Wien / NWZ FAC Wien U16 / NWZ FAC Wien U18,Wiener Stadtliga / ÖFB Jugendregionalliga Ost U16 / ÖFB Jugendregionalliga U16 / ÖFB Jugendregionalliga U18,4045,50,0.068,0.1417,0.2097,0.4197,1.4,1.4,1.7
414957,Maximilian Viertler,1998,28,FC Stubai,HYPO TIROL Liga,4680,52,0.1383,0.0712,0.2095,0.2195,1.3,1.3,6.2
1065974,Daniel Mahiya,2007,19,AKA SK Rapid U18,ÖFB Jugendliga U18,3173,39,0.1627,0.0466,0.2093,0.3593,1.1,1.1,3.3
1463028,Vedran Vrhovac,1998,28,Kalsdorf,Landesliga / Regionalliga Mitte,4915,56,0.1517,0.057,0.2087,0.2187,1.6,1.6,4.9
226339,Nico Pichler,1998,28,DSV Leoben / Weiz,Regionalliga Mitte,3998,47,0.1192,0.0891,0.2083,0.2183,1.9,1.9,9.4
234579,Lucas Pfaffl,1999,27,Wiener Sport-Club,Regionalliga Ost,4471,68,0.0776,0.1306,0.2082,0.2082,0.9,0.9,4.9
1375441,Oleh Shelestov,2008,18,AKA GAK 1902 U16 / AKA GAK 1902 U18 / AKA Steiermark-Sturm Graz U16,ÖFB Jugendliga U16 / ÖFB Jugendregionalliga U16 / ÖFB Jugendregionalliga U18,1908,32,0.1347,0.0732,0.2079,0.4179,1.5,1.5,11.5
946142,Jakob Werner,2008,18,Red Bull Akademie U16 / Red Bull Akademie U18,ÖFB Jugendliga U16 / ÖFB Jugendliga U18,2907,48,0.1681,0.0396,0.2077,0.4177,1.6,1.6,6.5
1018035,Dominik Dobis,2009,17,Red Bull Akademie U16 / Red Bull Akademie U18,ÖFB Jugendliga U16 / ÖFB Jugendliga U18,2370,45,0.0968,0.1104,0.2073,0.4673,0.8,0.8,8.3
415788,Felix Langbrucker,1999,27,Sportunion Mauer,Regionalliga Ost / Wiener Stadtliga,2834,50,0.1626,0.0447,0.2073,0.2073,1.2,1.2,12.8
819844,Marlon Louis Winter,2005,21,Velden,Kärntner Liga / Regionalliga Mitte,4195,55,0.1218,0.0852,0.207,0.277,0.4,0.4,0.8
